hillnumber, hillname, region, parent, classification, metres, feet, gridref, gridref10, colgridref, colheight, drop, feature, observations, survey, revision, comments, map50, map25, xcoord, ycoord, latitude, longitude, country, climbed, tumponly,Ma,Ma=,Hu,Hu=,Tu,Sim,M,MT,F,C,G,D,DT,DN,Hew,N,5,5D,5H,4,3,2,1,0,sMa,sHu,sSim,s5,s5D,s5H,s4,W,WO,B,Sy,Fel,CoH,CoU,CoA,CoL,SIB,xMT,xC,xG,xN,xDT,Mur,CT,GT,BL,Bg,T100,P600,P500,O,Un
968,"Beinn Alligin - Tom na Gruagaich","13A",,"Ma,M,Sim","922","3025","NG859601","NG 85961 60141","NG858606","767","155","cairn and trig point on plinth","","","2001-10-28","","19 24","433","185958","860153","57.580519","-5.581912","S","",0,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
981,"Sgorr Ruadh","13B",,"Ma,M,Sim","960.7","3152","NG959505","NG 95910 50494","NH073587","238","723","rock 4m S of cairn","","Leica RX1250","2015-05-07","","25","429","195907","850506","57.498622","-5.407747","S","",0,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0
982,"Maol Chean-dearg","13B",,"Ma,M,Sim","933","3061","NG924499","NG 92409 49899","NG932508","419","514","very large cairn","","","2012-11-10","","25","429","192406","849911","57.491697","-5.465549","S","",0,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
983,"Beinn Liath Mhor","13B",,"Ma,M,Sim","926","3038","NG964519","NG 96412 51969","NG955512","655","271","large cairn","","","2009-11-20","","25","429","196409","851981","57.512074","-5.400617","S","",0,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1003,"An Teallach - Bidein a'Ghlas Thuill","14A",,"Ma,M,Sim","1062.5","3486","NH068843","NH 06899 84354","NH093728","306","757","rocks 6m S of trig point","","Abney level/Leica RX1250","2015-08-22","","19","435N","206896","884366","57.807098","-5.251767","S","",0,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0
1004,"An Teallach - Sgurr Fiona","14A",1003,"Hu,M,Sim,sMa","1058.6","3473","NH064836","NH 06409 83667","NH 0654 8401","916.9","141.7","cairn","","obvious summit/Leica RX1250","2015-08-22","","19","435N","206406","883679","57.800726","-5.259443","S","",0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
1007,"Mullach Coire Mhic Fhearchair","14A",,"Ma,M,Sim","1015.2","3331","NH052735","NH 05209 73499","NH068715","424","591","tiny cairn","","Leica RX1250","2015-09-20","","19","435S","205206","873511","57.709022","-5.271342","S","",0,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
1009,"Sgurr Ban","14A",,"Ma,M,Sim","989","3245","NH055745","NH 05584 74542","NH051739","824","165","large cairn","","","2012-11-10","","19","435S","205581","874554","57.718538","-5.265903","S","",0,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1010,"Slioch","14A",,"Ma,M,Sim","981","3219","NH004690","NH 00471 69064","NH013711","355","626","cairn","rocks to N may be as high","","2001-10-28","","19","433 435S","200468","869076","57.667176","-5.347047","S","",0,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0
1014,"A'Mhaighdean","14A",,"Ma,M,Sim","967","3173","NH007749","NH 00779 74900","NH021735","525","442","pointed rock c 5m SE of cairn","","","2012-12-10","","19","433 435S","200776","874912","57.719644","-5.34672","S","",0,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
1019,"Beinn Tarsuinn","14A",,"Ma,M,Sim","937","3074","NH039727","NH 03965 72782","NH046725","731","206","ground by small cairn","","Abney level","2012-12-10","","19","435S","203962","872794","57.702052","-5.291601","S","",0,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1023,"Ruadh Stac Mor","14A",,"Ma,M,Sim,xC","918.7","3014","NH018756","NH 01856 75643","NH016754","752","167","small cairn 8m SSE of trig point","","Leica NA730/Leica 530","2016-05-22","","19","433 435S","201853","875655","57.726781","-5.329288","S","",0,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
1040,"Sgurr Mor","14B",,"Ma,M,Sim","1108","3635","NH203718","NH 20326 71806","NH127541","195","913","large cairn","","obvious summit","2009-07-03","","20","436S","220324","871818","57.700134","-5.016748","S","",0,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0
1041,"Sgurr nan Clach Geala","14B",,"Ma,M,Sim","1093","3586","NH184714","NH 18431 71462","NH189721","864","229","cairn","trig point (NH 18440 71485) 25m NE may be as high","","2012-12-10","","20","436S","218428","871474","57.696287","-5.048238","S","",0,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1042,"Sgurr Breac","14B",,"Ma,M,Sim","999","3278","NH158711","NH 15819 71108","NH175705","548","451","NW cairn near edge of crag","cairn 25m SE (NH 15840 71095) may be as high","","2013-12-03","","20","435S 436S","215816","871120","57.692050","-5.091722","S","",0,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1043,"A'Chailleach","14B",,"Ma,M,Sim","997","3271","NH136714","NH 13623 71402","NH144712","815","182","cairn","","","2012-12-10","","19","435S","213620","871414","57.693782","-5.128730","S","",0,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1046,"Beinn Liath Mhor Fannaich","14B",1040,"Hu,M,Sim","954","3130","NH219724","NH 21962 72399","NH216722","845","109","small cairn","","obvious summit","2009-11-20","","20","436S","221960","872411","57.706104","-4.989776","S","",0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1047,"Meall Gorm","14B",1040,"Hu,M,Sim","949","3114","NH221695","NH 22194 69572","NH216700","835","114","rock outcrop 3m N of cairn","","Abney level","2012-12-10","","20","436S","222192","869584","57.680837","-4.983801","S","",0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1049,"Meall a'Chrasgaidh","14B",1040,"Hu,M,Sim","934","3064","NH184733","NH 18485 73309","NH187727","819","115","cairn","","obvious summit","2009-11-20","","20","436S","218483","873321","57.712876","-5.048726","S","",0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1050,"Fionn Bheinn","14B",,"Ma,M,Sim","933","3061","NH147621","NH 14752 62137","NH176649","275","658","trig point","","obvious summit","2001-10-28","","20","435S","214749","862149","57.611148","-5.102713","S","",0,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0
1051,"Sgurr nan Each","14B",1041,"Hu,M,Sim","923","3028","NH184697","NH 18467 69758","NH184705","814","109","cairn","probably higher than cairn 120m N at NH 18480 69875","","2012-12-10","","20","436S","218464","869770","57.681017","-5.046351","S","",0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1052,"An Coileachan","14B",1040,"Hu,M,Sim,sMa","923.9","3031","NH241680","NH 24174 68012","NH 2372 6859","775.6","148.3","flat rock 7m NW of cairn","","obvious summit/Leica RX1250","2013-08-03","","20","436S","224172","868024","57.667625","-4.949498","S","",0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1062,"Beinn Dearg","15A",,"Ma,M,Sim","1084","3556","NH259811","NH 25935 81171","NH272742","279","805","large cairn","","","2012-12-10","","20","436N","225933","881183","57.78635","-4.929557","S","",0,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0
1063,"Cona' Mheall","15A",,"Ma,M,Sim","978","3209","NH275816","NH 27512 81629","NH268817","813","165","cairn","","","2012-12-10","","20","436N","227510","881641","57.791068","-4.9034","S","",0,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1064,"Meall nan Ceapraichean","15A",1062,"Hu,M,Sim","977","3205","NH257825","NH 25729 82535","NH263820","851","126","cairn","","","2012-12-10","","20","436N","225727","882547","57.798505","-4.934011","S","",0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1066,"Am Faochagach","15A",,"Ma,M,Sim","953","3127","NH303793","NH 30363 79360","NH293823","586","367","cairn","","","2001-10-28","","20","436N 436S","230361","879372","57.771801","-4.853899","S","",0,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1068,"Eididh nan Clach Geala","15A",,"Ma,M,Sim","927","3041","NH257842","NH 25789 84203","NH265837","761","166","rock by cairn","rock near cairn (NH 25720 84318) 135m NNW is about 1m lower","Abney level","2012-12-10","","20","436N","225787","884215","57.813492","-4.934218","S","",0,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1069,"Seana Bhraigh","15A",,"Ma,M,Sim","926","3038","NH281878","NH 28183 87872","NH282860","675","251","rock on edge of cliff by windshelter","","","2001-10-28","","20","436N","228181","887884","57.84733","-4.89662","S","",0,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1088,"Ben Wyvis - Glas Leathad Mor","15B",,"Ma,M,Sim","1046","3432","NH462683","NH 46297 68366","NH368825","355","691","trig point","","","2009-06-08","","20","437S","246295","868377","57.678895","-4.579282","S","",0,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0
1123,"Ben Hope","16B",,"Ma,M,Sim","927","3041","NC477501","NC 47751 50138","NC488402","155","772","trig point","","","2001-10-28","","9","447N 447S","247750","950151","58.413113","-4.607860","S","",0,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0
1165,"Ben Klibreck - Meall nan Con","16D",,"Ma,M,Sim","962.1","3156","NC585299","NC 58531 29908","NC364331","143","819","large rock 5m E of trig point","rock is 40cm higher than flush bracket","Leica RX1250","2013-03-19","","16","443","258530","929921","58.235202","-4.411130","S","",0,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0
1183,"Ben More Assynt","16E",,"Ma,M,Sim,CoH","998","3274","NC318201","NC 31833 20138","NC299079","163","835","cairn","cairn c 60m S at NC 31840 20084 is probably lower","","2001-10-28","","15","442E","231831","920151","58.138173","-4.858192","S","",0,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0
1184,"Conival","16E",1183,"Hu,M,Sim","987","3238","NC303199","NC 30332 19925","NC309200","886","101","shelter","","","2009-11-20","","15","442E","230330","919938","58.135689","-4.883497","S","",0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1239,"Sgurr Alasdair","17B",,"Ma,M,Sim,SIB","992","3255","NG450207","NG 45007 20772","Sea","","992","cairn","","","2001-10-28","","32","411","145002","820784","57.206598","-6.224144","S","",0,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0
1240,"Sgurr Dearg - Inaccessible Pinnacle","17B",,"Ma,M,Sim","986","3235","NG444215","NG 44409 21554","NG447213","799","187","block of rock","","","2013-02-02","","32","411","144404","821566","57.213270","-6.234819","S","",0,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
1243,"Sgurr a'Ghreadaidh","17B",1240,"Hu,M,Sim","973","3192","NG445231","NG 44529 23111","NG443218","849","124","cairn","","","2013-02-02","","32","411","144524","823123","57.227286","-6.234438","S","",0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1245,"Sgurr na Banachdich","17B",1240,"Hu,M,Sim","965","3166","NG440224","NG 44051 22435","NG443227","851","114","cairn","","","2009-11-20","","32","411","144046","822447","57.220963","-6.241637","S","",0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1246,"Sgurr nan Gillean","17B",,"Ma,M,Sim","964","3163","NG471253","NG 47166 25289","NG453238","761","203","cairn","","","2015-07-05","Col assigned on basis of being 2ft lower than NG458240 on June Parker's map (based on 1965 1:10560)","32","411","147161","825301","57.248262","-6.193098","S","",0,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
1247,"Bruach na Frithe","17B",1246,"Hu,M,Sim","958","3143","NG460252","NG 46089 25188","NG468252","833","125","rock by trig point","outcrop 100m NE is 2m lower","Abney level","2009-11-20","","32","411","146084","825200","57.246761","-6.210795","S","",0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1248,"Sgurr Mhic Choinnich","17B",1239,"M,Sim","948","3110","NG450210","NG 45026 21035","NG450210","892","56","cairn","","","2001-10-28","","32","411","145021","821047","57.208964","-6.2241","S","",0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1250,"Sgurr Dubh Mor","17B",1239,"M,Sim","944","3097","NG457205","NG 45763 20535","NG452205","855","89","rock","probably higher than cairn 65m W at NG 45727 20540","","2001-10-28","","32","411","145758","820547","57.204894","-6.211421","S","",0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1254,"Am Basteir","17B",1246,"M,Sim","934","3064","NG465253","NG 46568 25289","NG465252","885","49","cairn","","obvious summit","2014-06-22","","32","411","146563","825301","57.247931","-6.202982","S","",0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1255,"Bla Bheinn [Blabheinn] [Blaven]","17B",,"Ma,M,Sim","929","3048","NG529217","NG 52995 21731","NG497241","67","862","boulder by cairn 5m W of trig point","","","2013-02-02","","32","411","152990","821743","57.219565","-6.093210","S","",0,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0
1258,"Sgurr nan Eag","17B",1239,"Hu,M,Sim","926.2","3039","NG457195","NG 45710 19524","NG 4541 2016","795.9","130.3","cairn","","Leica Disto/Leica RX1250","2014-06-22","","32","411","145705","819536","57.195810","-6.211264","S","",0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1259,"Sgurr a'Mhadaidh","17B",1240,"M,Sim","918","3012","NG447235","NG 44705 23500","NG446234","847","71","cairn","","obvious summit","2015-07-05","","32","411","144700","823512","57.230869","-6.231931","S","",0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1301,"Ben More","17E",,"Ma,M,Sim,SIB","966","3169","NM525330","NM 52582 33069","Sea","","966","OS rivet in centre of large stone shelter","","","2001-10-28","","47 48","375W","152576","733078","56.424829","-6.014015","S","",0,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0
2925,"Beinn a'Chroin","01C",31,"Hu,M,Sim","941.4","3089","NN387185","NN 38758 18566","NN 3815 1860","804.3","137.1","huge rounded rock","rock 75m ENE at NN 38830 18602 is 1.1m lower","Leica Disto/Leica RX1250","2014-12-21","Munro moved from hill 36. See Database Notes","50 56","OL39N 364N","238755","718573","56.331987","-4.609638","S","",0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
